"[0] CityNameComparatorLevenshtein","[1] CityLatitudeComparatorAbsolute","[2] CityLongtitudeComparatorAbsolute","finalValue","isMatch","label"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9712421386718688","0.9531297656250217","0.8773115712890671","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.8597380175781382","0.9611065722656349","0.8462533769531317","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9559844262695378","0.9796812255859209","0.8806996955566375","true","1"
"1.0","0.9998598486328092","0.9991151171875003","0.899692489746093","true","1"
"1.0","0.929601528320319","0.9450180078123935","0.8623858608398136","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9904687011718636","0.9996112988280288","0.8970239999999676","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9802613720703306","0.9968085546875045","0.8931209780273504","true","1"
"1.0","0.9347251269531114","0.9779709863281028","0.8738088339843642","true","1"
"1.0","0.0","0.0","0.3","false","0"
